MessageLength;TagBits;Precompute;Parallel;RandomKeys;Encoding;TimePrecompute;Tag;TimeUs;CyclesPerByte
100000;32;1;0;0;1;0;3e3f130b;0.02;0.68
1000000;128;0;0;0;1;0;041b12f72455108b4e6fb50247fbddd5;1.45;4.64
1000000;128;1;0;0;1;0;041b12f72455108b4e6fb50247fbddd5;0.21;0.68
1000000;128;0;0;0;1;0;af3baf5ec7a5414d97710b6a9e8562cb;1.45;4.65
1000000;128;1;0;0;1;0;af3baf5ec7a5414d97710b6a9e8562cb;0.21;0.68
1000000;96;0;0;0;1;0;041b12f72455108b4e6fb502;1.45;4.64
1000000;96;1;0;0;1;0;041b12f72455108b4e6fb502;0.21;0.68
1000000;96;0;0;0;1;0;e050bd72781f9bff39edda58;1.45;4.64
1000000;96;1;0;0;1;0;e050bd72781f9bff39edda58;0.21;0.68
1000000;64;0;0;0;1;0;041b12f72455108b;1.45;4.64
1000000;64;1;0;0;1;0;041b12f72455108b;0.21;0.68
1000000;64;0;0;0;1;0;4237792f1f671dc2;1.45;4.65
1000000;64;1;0;0;1;0;4237792f1f671dc2;0.22;0.71
1000000;32;0;0;0;1;0;041b12f7;1.46;4.66
1000000;32;1;0;0;1;0;041b12f7;0.21;0.68
1000000;32;0;0;0;1;0;900930e1;1.45;4.65
1000000;32;1;0;0;1;0;900930e1;0.22;0.70
16;128;0;0;0;2;0;e56b9732a35be03694af897732891754;0.00;109.06
16;128;1;0;0;2;0;e56b9732a35be03694af897732891754;0.00;69.95
16;128;0;0;0;2;0;6b2cc64f125d88f94d29e170c94368cb;0.00;107.01
16;128;1;0;0;2;0;6b2cc64f125d88f94d29e170c94368cb;0.00;71.58
16;96;0;0;0;2;0;e56b9732a35be03694af8977;0.00;112.68
16;96;1;0;0;2;0;e56b9732a35be03694af8977;0.00;73.55
16;96;0;0;0;2;0;91220856384b76aee0c30b96;0.00;106.00
16;96;1;0;0;2;0;91220856384b76aee0c30b96;0.00;68.81
16;64;0;0;0;2;0;e56b9732a35be036;0.00;105.08
16;64;1;0;0;2;0;e56b9732a35be036;0.00;70.51
16;64;0;0;0;2;0;5af98d1484d6b01c;0.00;105.71
16;64;1;0;0;2;0;5af98d1484d6b01c;0.00;69.06
16;32;0;0;0;2;0;e56b9732;0.00;107.79
16;32;1;0;0;2;0;e56b9732;0.00;72.97
16;32;0;0;0;2;0;4f33c571;0.00;105.67
16;32;1;0;0;2;0;4f33c571;0.00;69.23
128;128;0;0;0;2;0;0f3727962bef02080e9b9342232612b8;0.00;17.66
128;128;1;0;0;2;0;0f3727962bef02080e9b9342232612b8;0.00;9.28
128;128;0;0;0;2;0;c03523405240e610950220522b2c4e90;0.00;16.50
128;128;1;0;0;2;0;c03523405240e610950220522b2c4e90;0.00;9.01
128;96;0;0;0;2;0;0f3727962bef02080e9b9342;0.00;16.88
128;96;1;0;0;2;0;0f3727962bef02080e9b9342;0.00;9.66
128;96;0;0;0;2;0;4713ae97e8b3c167916baa55;0.00;17.29
128;96;1;0;0;2;0;4713ae97e8b3c167916baa55;0.00;9.55
128;64;0;0;0;2;0;0f3727962bef0208;0.00;17.46
128;64;1;0;0;2;0;0f3727962bef0208;0.00;9.33
128;64;0;0;0;2;0;a98b1fc056f356ce;0.00;17.30
128;64;1;0;0;2;0;a98b1fc056f356ce;0.00;8.92
128;32;0;0;0;2;0;0f372796;0.00;17.12
128;32;1;0;0;2;0;0f372796;0.00;9.56
128;32;0;0;0;2;0;ba946802;0.00;17.45
128;32;1;0;0;2;0;ba946802;0.00;8.92
1024;128;0;0;0;2;0;ed2d5551af57aba4b935bb89b1beb46c;0.00;6.06
1024;128;1;0;0;2;0;ed2d5551af57aba4b935bb89b1beb46c;0.00;1.71
1024;128;0;0;0;2;0;204342ab0a25cd736a76c6cb383f09aa;0.00;6.40
1024;128;1;0;0;2;0;204342ab0a25cd736a76c6cb383f09aa;0.00;1.79
1024;96;0;0;0;2;0;ed2d5551af57aba4b935bb89;0.00;6.37
1024;96;1;0;0;2;0;ed2d5551af57aba4b935bb89;0.00;1.79
1024;96;0;0;0;2;0;105fe0f0d48bc52c5925d71b;0.00;6.25
1024;96;1;0;0;2;0;105fe0f0d48bc52c5925d71b;0.00;1.67
1024;64;0;0;0;2;0;ed2d5551af57aba4;0.00;6.21
1024;64;1;0;0;2;0;ed2d5551af57aba4;0.00;1.78
1024;64;0;0;0;2;0;fb8c806bce54cee1;0.00;6.08
1024;64;1;0;0;2;0;fb8c806bce54cee1;0.00;1.69
1024;32;0;0;0;2;0;ed2d5551;0.00;6.42
1024;32;1;0;0;2;0;ed2d5551;0.00;1.75
1024;32;0;0;0;2;0;2ad3329f;0.00;6.43
1024;32;1;0;0;2;0;2ad3329f;0.00;1.81
10000;128;0;0;0;2;0;41bbaff5f796afe83f339797887dfe33;0.02;4.86
10000;128;1;0;0;2;0;41bbaff5f796afe83f339797887dfe33;0.00;0.78
10000;128;0;0;0;2;0;8abb7b1a1919ba2b7159e717a894239b;0.02;4.84
10000;128;1;0;0;2;0;8abb7b1a1919ba2b7159e717a894239b;0.00;0.76
10000;96;0;0;0;2;0;41bbaff5f796afe83f339797;0.02;4.84
10000;96;1;0;0;2;0;41bbaff5f796afe83f339797;0.00;0.77
10000;96;0;0;0;2;0;cb44388e7f8990cfa9734b26;0.02;4.87
10000;96;1;0;0;2;0;cb44388e7f8990cfa9734b26;0.00;0.77
10000;64;0;0;0;2;0;41bbaff5f796afe8;0.02;4.86
10000;64;1;0;0;2;0;41bbaff5f796afe8;0.00;0.78
10000;64;0;0;0;2;0;c370c0ef65c32c0f;0.02;4.85
10000;64;1;0;0;2;0;c370c0ef65c32c0f;0.00;0.77
10000;32;0;0;0;2;0;41bbaff5;0.02;4.81
10000;32;1;0;0;2;0;41bbaff5;0.00;0.75
10000;32;0;0;0;2;0;ecc3cb0c;0.02;4.82
10000;32;1;0;0;2;0;ecc3cb0c;0.00;0.77
100000;128;0;0;0;2;0;4b329204136cbde1ef73307cd88e8ea6;0.15;4.70
100000;128;1;0;0;2;0;4b329204136cbde1ef73307cd88e8ea6;0.02;0.68
100000;128;0;0;0;2;0;46044f62a336730b1e69bc71290b2a36;0.15;4.71
100000;128;1;0;0;2;0;46044f62a336730b1e69bc71290b2a36;0.02;0.67
100000;96;0;0;0;2;0;4b329204136cbde1ef73307c;0.15;4.71
100000;96;1;0;0;2;0;4b329204136cbde1ef73307c;0.02;0.67
100000;96;0;0;0;2;0;2bb5657f58fa4c066c7b3d14;0.15;4.72
100000;96;1;0;0;2;0;2bb5657f58fa4c066c7b3d14;0.02;0.67
100000;64;0;0;0;2;0;4b329204136cbde1;0.15;4.71
100000;64;1;0;0;2;0;4b329204136cbde1;0.02;0.67
100000;64;0;0;0;2;0;e1fb9866c5a02d74;0.15;4.70
100000;64;1;0;0;2;0;e1fb9866c5a02d74;0.02;0.68
100000;32;0;0;0;2;0;4b329204;0.15;4.72
100000;32;1;0;0;2;0;4b329204;0.02;0.68
100000;32;0;0;0;2;0;17df3188;0.15;4.71
100000;32;1;0;0;2;0;17df3188;0.02;0.67
1000000;128;0;0;0;2;0;8f924d33b701f12afd44681274d6f104;1.48;4.73
1000000;128;1;0;0;2;0;8f924d33b701f12afd44681274d6f104;0.22;0.71
1000000;128;0;0;0;2;0;db3dda3ce1a9f2cc915dc5543b031e9d;1.45;4.65
1000000;128;1;0;0;2;0;db3dda3ce1a9f2cc915dc5543b031e9d;0.22;0.71
1000000;96;0;0;0;2;0;8f924d33b701f12afd446812;1.45;4.65
1000000;96;1;0;0;2;0;8f924d33b701f12afd446812;0.22;0.71
1000000;96;0;0;0;2;0;f01339db4ab99841e9a66e75;1.45;4.65
1000000;96;1;0;0;2;0;f01339db4ab99841e9a66e75;0.22;0.71
1000000;64;0;0;0;2;0;8f924d33b701f12a;1.45;4.66
1000000;64;1;0;0;2;0;8f924d33b701f12a;0.22;0.71
1000000;64;0;0;0;2;0;c581df26396f8409;1.46;4.66
1000000;64;1;0;0;2;0;c581df26396f8409;0.22;0.71
1000000;32;0;0;0;2;0;8f924d33;1.45;4.65
1000000;32;1;0;0;2;0;8f924d33;0.22;0.71
1000000;32;0;0;0;2;0;4d06f482;1.46;4.67
1000000;32;1;0;0;2;0;4d06f482;0.23;0.75
16;128;0;0;0;3;0;4e33b8e7e20b0f0a2222c5dde9091d88;0.00;115.26
16;128;1;0;0;3;0;4e33b8e7e20b0f0a2222c5dde9091d88;0.00;75.52
16;128;0;0;0;3;0;1a49d5575ab3b49fbed048ea1539b3df;0.00;118.19
16;128;1;0;0;3;0;1a49d5575ab3b49fbed048ea1539b3df;0.00;86.43
16;96;0;0;0;3;0;4e33b8e7e20b0f0a2222c5dd;0.00;114.62
16;96;1;0;0;3;0;4e33b8e7e20b0f0a2222c5dd;0.00;74.55
16;96;0;0;0;3;0;0652234907141c5b38aad901;0.00;113.55
16;96;1;0;0;3;0;0652234907141c5b38aad901;0.00;75.19
16;64;0;0;0;3;0;4e33b8e7e20b0f0a;0.00;112.15
16;64;1;0;0;3;0;4e33b8e7e20b0f0a;0.00;72.63
16;64;0;0;0;3;0;e3f8ef50dd83fd0c;0.00;110.80
16;64;1;0;0;3;0;e3f8ef50dd83fd0c;0.00;75.98
16;32;0;0;0;3;0;4e33b8e7;0.00;113.62
16;32;1;0;0;3;0;4e33b8e7;0.00;70.30
16;32;0;0;0;3;0;7b79fdba;0.00;107.88
16;32;1;0;0;3;0;7b79fdba;0.00;69.80
128;128;0;0;0;3;0;b6eb75b15b7ca84e32abc06acb0a739b;0.00;17.76
128;128;1;0;0;3;0;b6eb75b15b7ca84e32abc06acb0a739b;0.00;9.54
128;128;0;0;0;3;0;991837a0182b2119b632b5b5f2fdb8fe;0.00;17.84
128;128;1;0;0;3;0;991837a0182b2119b632b5b5f2fdb8fe;0.00;9.62
128;96;0;0;0;3;0;b6eb75b15b7ca84e32abc06a;0.00;18.34
128;96;1;0;0;3;0;b6eb75b15b7ca84e32abc06a;0.00;9.47
128;96;0;0;0;3;0;ce9fb845da3e4113fd667352;0.00;17.88
128;96;1;0;0;3;0;ce9fb845da3e4113fd667352;0.00;9.58
128;64;0;0;0;3;0;b6eb75b15b7ca84e;0.00;17.74
128;64;1;0;0;3;0;b6eb75b15b7ca84e;0.00;9.47
128;64;0;0;0;3;0;b88459bc81bc9801;0.00;17.76
128;64;1;0;0;3;0;b88459bc81bc9801;0.00;9.59
128;32;0;0;0;3;0;b6eb75b1;0.00;18.12
128;32;1;0;0;3;0;b6eb75b1;0.00;9.56
128;32;0;0;0;3;0;dd1a20ea;0.00;17.87
128;32;1;0;0;3;0;dd1a20ea;0.00;9.46
1024;128;0;0;0;3;0;05d5ea4b95470da330800ef27c7e09f5;0.00;6.43
1024;128;1;0;0;3;0;05d5ea4b95470da330800ef27c7e09f5;0.00;1.91
1024;128;0;0;0;3;0;999797098a9384a61deb90af8c3d7ed6;0.00;6.46
1024;128;1;0;0;3;0;999797098a9384a61deb90af8c3d7ed6;0.00;1.91
1024;96;0;0;0;3;0;05d5ea4b95470da330800ef2;0.00;6.59
1024;96;1;0;0;3;0;05d5ea4b95470da330800ef2;0.00;1.83
1024;96;0;0;0;3;0;6b7dbb6029a102fb54dd9e0f;0.00;6.64
1024;96;1;0;0;3;0;6b7dbb6029a102fb54dd9e0f;0.00;1.97
1024;64;0;0;0;3;0;05d5ea4b95470da3;0.00;6.62
1024;64;1;0;0;3;0;05d5ea4b95470da3;0.00;1.80
1024;64;0;0;0;3;0;13702d366d779eaf;0.00;6.51
1024;64;1;0;0;3;0;13702d366d779eaf;0.00;1.79
1024;32;0;0;0;3;0;05d5ea4b;0.00;6.46
1024;32;1;0;0;3;0;05d5ea4b;0.00;1.83
1024;32;0;0;0;3;0;33897873;0.00;6.57
1024;32;1;0;0;3;0;33897873;0.00;1.83
10000;128;0;0;0;3;0;950e72885214099a4816722284052a2a;0.02;5.09
10000;128;1;0;0;3;0;950e72885214099a4816722284052a2a;0.00;0.81
10000;128;0;0;0;3;0;c99dd0de9a6a3b8be8045b64639f740e;0.02;5.10
10000;128;1;0;0;3;0;c99dd0de9a6a3b8be8045b64639f740e;0.00;0.87
10000;96;0;0;0;3;0;950e72885214099a48167222;0.02;5.71
10000;96;1;0;0;3;0;950e72885214099a48167222;0.00;0.91
10000;96;0;0;0;3;0;32d1294c9e1dc149a5fd4469;0.02;5.16
10000;96;1;0;0;3;0;32d1294c9e1dc149a5fd4469;0.00;0.92
10000;64;0;0;0;3;0;950e72885214099a;0.02;5.21
10000;64;1;0;0;3;0;950e72885214099a;0.00;0.83
10000;64;0;0;0;3;0;45b001053ce51b35;0.02;5.00
10000;64;1;0;0;3;0;45b001053ce51b35;0.00;0.79
10000;32;0;0;0;3;0;950e7288;0.02;5.62
10000;32;1;0;0;3;0;950e7288;0.00;0.88
10000;32;0;0;0;3;0;351ace91;0.02;5.09
10000;32;1;0;0;3;0;351ace91;0.00;0.88
100000;128;0;0;0;3;0;7acaab400a305789a0718ff7b0a71d46;0.15;4.90
100000;128;1;0;0;3;0;7acaab400a305789a0718ff7b0a71d46;0.02;0.70
100000;128;0;0;0;3;0;5a84444c2f5669797d70b3008a91360f;0.15;4.90
100000;128;1;0;0;3;0;5a84444c2f5669797d70b3008a91360f;0.02;0.71
100000;96;0;0;0;3;0;7acaab400a305789a0718ff7;0.16;4.99
100000;96;1;0;0;3;0;7acaab400a305789a0718ff7;0.02;0.73
100000;96;0;0;0;3;0;33083dc130939fe775879252;0.15;4.94
100000;96;1;0;0;3;0;33083dc130939fe775879252;0.02;0.70
100000;64;0;0;0;3;0;7acaab400a305789;0.15;4.92
100000;64;1;0;0;3;0;7acaab400a305789;0.02;0.70
100000;64;0;0;0;3;0;2aba48aabf74a2fa;0.15;4.84
100000;64;1;0;0;3;0;2aba48aabf74a2fa;0.02;0.71
100000;32;0;0;0;3;0;7acaab40;0.15;4.86
100000;32;1;0;0;3;0;7acaab40;0.02;0.69
100000;32;0;0;0;3;0;26ec2079;0.15;4.88
100000;32;1;0;0;3;0;26ec2079;0.02;0.69
1000000;128;0;0;0;3;0;60c5effba0bd8edab9d10d117a943b3c;1.52;4.86
1000000;128;1;0;0;3;0;60c5effba0bd8edab9d10d117a943b3c;0.22;0.71
1000000;128;0;0;0;3;0;04b1d75dd76abe67df3acb301ab4d203;1.50;4.81
1000000;128;1;0;0;3;0;04b1d75dd76abe67df3acb301ab4d203;0.23;0.73
